,,actual,prediction,teks
446,,0,-1,marifinil mirip nama cewek malah pakai daster ibu mirip ibu berjengot
447,,0,1,nyata dukung dukung bekingnya preman
448,,0,1,tuju sm jimmy
449,,0,-1,jangan bunuh diri ya rakyat tau mana baik benar
450,,0,-1,anjenggggg rem amat setannn
451,,0,-1,hal ni saya rasa masih belum tepat kl blang ganja tidak trmasuk narkoba tu komenny
452,,0,-1,siapa kaboor tong saya males nglayanin army norak
453,,0,-1,sudah nyamber tweit orang langsung kabooerr
454,,0,1,sayang neger para intelektual tidak harga sehingga mereka harus pilih jalan lain
455,,0,-1,jmlah brlebihn ganja punya trait spt narkoba tau saya sampai skg ganja belum bs dbedakan
456,,0,-1,mereka orang islam wajar mereka datang raka sedang bela agama
457,,-1,1,bapak kamu suka khayal tingkat tinggi tik
458,,0,1,semua sudah kerja nomer bapak
459,,0,-1,fakta hasil kerja zaman bukan isu bukan retorika setujuk
460,,0,-1,coba main fb komen dia ngotot bener inti cuma mau nyerang bapak temennya
461,,0,-1,seperti setal uang citra dia intelek nationalis padahal bigot apa beda aniessandi prabowo trump
462,,0,-1,buzzer nyerang saya
463,,0,1,kritik dukung bapak
464,,-1,0,kampanye ttg perempuan rapat jamaah hina merendahkn perempuan jurnalis logika mana
465,,0,-1,pilih mu adalah pilih mu sendiri begitu saya tanpa harus kata bohong fitnah
466,,0,-1,coba tunjuk sudah dimerjakan tidak usah emosi
467,,0,-1,politik kenapa bilang zikir hufh tuhan dibohongin sm rizik dkk
468,,0,-1,bikin begini pasti tau bahwa diri emang impotent ya
469,,0,-1,kapan ujan gede mikir mikir
470,,0,-1,iyain sudah
471,,0,-1,harus kalimat beda legalisasi ganja pro narkoba tolol
472,,0,-1,coba beda omong dulu sekarang
473,,0,1,sabar ya tidak perlu lawan cuma kerikil kecil tuhan lebih hebat semua
474,,0,-1,ujan tidak gede boss
475,,0,1,pasti menang is
476,,0,-1,bayar berapa abang haji apa mahar janda muda hmmm abang haji paling demen
477,,0,1,pilih kita
478,,0,-1,tidak lihat dulu
479,,-1,1,mantap bapak nyata bapak tidak salah henti langkah bapak sbgi menteri bahaya didik
480,,-1,1,saya fokus fpi baik bapak aniessandi baik nista tidak baik clear
481,,0,-1,sorry bro banyak orang jakarta pinter
482,,0,-1,mau buzzer followers mu dibanyakin dulu lbh pinter dikit ya ajar fokus
483,,0,1,super nyogok nyata ya
484,,0,1,basmi ahokdjarot
485,,0,-1,pulang smga tidak rapung ciliwung tidak salah masuk perum tidak jupe
486,,0,-1,emang bela nista mudah tebak
487,,0,-1,sudah tebak pasti nyerong situ efpei tidak isu lain
488,,0,-1,bela aniessandi wong tidak punya diri bela
489,,1,-1,saya kasih jempol buat anda anda supeeer sekal
490,,0,-1,astaga miris
491,,0,-1,tolong konfirmasi ya jangan bikin malu
492,,0,1,saya mah orang bandung barat asli inimah keren men in black
493,,0,-1,ngeliat tulis kaya sekrg senjata makan mulut be be
494,,0,-1,busyet dah main klaim property orang lain nanti kalijodo dia klaim
495,,0,-1,nyerang bg panik ya bro
496,,0,-1,dukung agussylvi jil kering donasi lihat agussylvi punya banyak uang leleh iman
497,,0,-1,be be tolak tolak tolak tolak henti ambil alih public lahan hooox
498,,0,-1,ampun ampun
499,,0,-1,y ampun abang tidak smart teriak tidak smart kayak junjung agung
500,,0,1,lain dulu lain sekarang ig salam kita selalu ingat pesan bapak jangan guna isu
501,,0,-1,hebat dukung n bayang jika mereka kuasa
502,,0,-1,halaahh preet
503,,0,-1,takut saia kyk bunglon
504,,0,-1,buat mikir
505,,0,-1,munafikun
506,,0,-1,ni satu orang gila saya pakai nama saya sendiri bilang ngumpet
507,,0,-1,ssstttt diam kamu nasi bungkus komentar
508,,0,1,lucu bapak aniessandi
509,,0,-1,rijik terpa buat
510,,0,1,bapak gubernur dki hebat jkt hujan hari tidak banjir top
511,,-1,0,om tante usaha segala cara upaya dapat hati sang anak
512,,0,1,bapak siapa blg rakyat takut gubernur gmbr cerita ttg kami
513,,-1,0,nanti kutuk tuhan dengn kalah pilgub dki
514,,0,-1,hidup bukan memang absurd apatah ambisi
515,,0,-1,isu hasut rakyat akhir pemerintah anggap tidak mempasilitas rakyat padahal program
516,,0,-1,abis nyimeng x perempuan lucu lihat komen dia
517,,1,0,tidak pas mengkafer semua
518,,0,-1,cocok banget kamu komen
519,,0,-1,panik tidak baca ya
520,,-1,1,salah sesal tbsar saya hdp adlh pernah idola
521,,0,-1,bukan kamu oon
522,,0,-1,murah relatif kamu tanya beli rumah tanpa dp skrang lahan murah pasti dulu kamu mau tanya apa
523,,0,-1,mslh su boneka tidak gua tidak tau saya tau su suruh dp bugil fakta
524,,0,-1,yap betul oc pikir dia enak uang punya
525,,-1,0,tidak didik btn dp rumah persen tidak didik konsumen
526,,0,1,pasti prioritas rakyat program sekarang rakyat
527,,0,-1,jangan heran
528,,0,1,tuhan
529,,0,-1,sudah tidak bener nye mata cebongers mah upyours tum
530,,0,-1,semoa timses bersih tiang listrik pohon mrk klaim pilih mereka
531,,-1,1,betuuuuul teori semua mudah praktek kerja
532,,1,0,semoga bapak sholat subuh berjamaahnya
533,,0,-1,klw mati utang anggap lunas bos ntr ketemu neraka hutang bos
534,,-1,0,abang nyata tidak didik
535,,0,-1,ya panteslah dia turun
536,,0,-1,boneka duit m
537,,-1,0,teka teki ilalang padang sabana kira jkt rumah jt reklamasi ahokdjarot payah dosen byk filsafat
538,,0,-1,halal semua
539,,0,-1,muka fadli zon aseli kaya bekantan
540,,0,-1,dp artis profesional bukan seperti dia mau dibyr su tidak mungkin bongkar dp
541,,0,-1,exitpoll teriak teriak ketika selesai coblos larang
542,,-1,0,benar adalh ular kpl dua tidak brpendirian mdh brkhianat oportunis halalkn segalacara bahaya jk gubernur percaya
543,,0,-1,satu kata cuma saya omong asli koplak
544,,0,1,memang beda peran tukul tampil unt hibur aniessandi tampil unt sesat
545,,0,1,rinding meriang
546,,0,-1,dulu rapat sby lanjut jokowi sekarang prabowo gagal mungkin buat partai sendiri
547,,0,-1,mgk mau kolaborasi agussylvi bikin rumah apung dilaut
548,,0,1,profesional emang betul pilkada semua bs ubah iya bapak
549,,0,1,keren fakta adalah tokoh depan lawan ormas intoleran suara jangkri
550,,0,-1,ajar cr ngetik dl br bacot
551,,0,-1,buat main goreng goreng demi syahwat kuasa jelas standar ganda diem para onta
552,,0,-1,anak mmh and papa warga indonesia pikir tmbh hina
553,,0,-1,jangan curang bos main enak anda bikin pansus tuk angket agar menang
554,,0,-1,ayat suci main mainin ya
555,,0,1,bapak bapak dua tokoh laki laki sya idola beliau memfollow balik sya terimakasih bnyak bapak
556,,0,-1,gila kamu ndro masih bawa bawa spanduk mak
557,,0,1,agussylvi agussylvi belum tentu agenda usai coblos
558,,0,-1,sekarang ngomongnya rusunami bukan rumah waduh
559,,0,-1,anak sby tidak ajak takut
560,,0,1,tidak percaya ustad bicara spt aplg dengar doa sejuk banget kenapa buat nyata spt ya
561,,0,-1,makanya mrk pasti dapat balas
562,,-1,0,kita islam gpp temenan non muslim tidak boleh hanya pilih pemimpin non muslim
563,,0,-1,saya pikir tukang tenung
564,,0,-1,berlaku adil jujur sejak kecil jangan bego demi
565,,0,-1,dia masuk makhluk pandai adaptasi wak sekarang pangku fpi periode datang lihat s
566,,-1,0,jihad sonoh palestina ayam
567,,0,1,salam kita tetap saudara apa agama maupun suku demi jakarta
568,,0,1,pasti maksud adalah orang dulu saya kagum sekarang tidak
569,,0,-1,bacot
570,,0,-1,ustad atau preman ya
571,,0,-1,profilenya tidak pake peci
572,,0,-1,gin lo bapak
573,,0,-1,belum uda byk anggar apalagi korupsi anggap halal sah
574,,0,-1,daripada pamer bodoh debat cagub dki
575,,0,-1,bahasa umum guna uang pemerintah akar segala soal
576,,0,1,doa habis akal
577,,0,-1,mereka td mau kalah urus langgar langgar paslon laku
578,,0,-1,lihat mau muntah kupon minyak gratis
579,,-1,1,yup korupsi waktu sangat tidak santun
580,,0,-1,ayam sayur ngajak jihad kandang kambing
581,,0,-1,korupsi
582,,0,1,semoga abang tidak seperti urai salam
583,,-1,0,taat atur minggu tenang mn diam sj tindak kampanye
584,,0,-1,tim sombong
585,,0,-1,gitu pilih cagubnya ganti lebih toleran tidak kaum hujat intoleran
586,,0,-1,mau main dua kali ya braay
587,,1,-1,kmaren aj treak menhujat gilir kena masalah baru baik bagaimana
588,,-1,0,jual diri ya bapak aniessandi
589,,0,-1,sudah jelas siapa nista alqur an
590,,0,-1,orang jual agama seperti pasti pura buta tidak lihat kasus
591,,0,-1,penting ngentut dlu masalah bau dipikirin nanti
592,,-1,0,iklan anda akhir bnr tidak didik hrsnya anda buat iklan lbh baik tq
593,,0,-1,ngeri bapak abang kalian orang kejam kubur kebhinekaan kalian bapak
594,,0,-1,jangan nyindir pks ya malu tidak punya
595,,0,-1,bagiin rw boleh ya
596,,0,-1,setujuuu duit sumbang buat paslon bukan buat kpu ato negara
597,,1,0,semoga tuhan meridoi langkah kanda abang aniessandi aniessandi
598,,0,1,gitu kita katak bapak kita cukup bapak pilkada kian terima kasih
599,,0,-1,sungguh sulit paham kenapa bapak mau rapat imam besar lantik sendiri suram
600,,0,1,usaha hari tenang negative black campaign makin mantap laju abang
601,,-1,0,lama kita jebak oleh kuat kata sample akhir tidak punya integritas diri sendiri
602,,-1,1,data sesat y bapak
603,,0,-1,om suka bikin janji program sudah laksanain bapak
604,,0,1,nyata laku ahokdjarot seperti hadap perempuan disabilitas
605,,0,-1,horeeee gubernur orang dakwa
606,,0,-1,rem bgt
607,,0,-1,apalagi janda anak satu umur bulan injak niat
608,,-1,0,inti mnrt jangan mau tipu ama byk kisahx lain ingat juang jakarta
609,,0,-1,brarti emak mega ngibulin bhw masa jabat sampai
610,,0,-1,menang arti cina muka kampung jdkan tumbal brarti
611,,0,-1,ahokdjarot mah bukan potensi malah hobi
612,,0,-1,kasih modal banyak hambat asal kasih buang apbd masy kita tidak banyak punya jiwa wirausaha
613,,0,-1,isi jamban cek tl saya tidak prnah teriak tidak banjir lo dukung doain banjir dki bangsat lo
614,,0,-1,waduh ngenyek masak rumah tanpa dp daun pintu hambalang
615,,1,0,tidak aniessandi giat anti korupsi belia satu paslon bersih
616,,0,1,pnting bg dia ya menang tidak peduli jk rakyatny mnderita ya masih m
617,,-1,0,aniessandi aniessandi potensi bohong tipu rakyat jkt
618,,0,1,betapa jahat dukung mndoakan banjir doa jakarta hujan inte
619,,0,1,lebih baik
620,,0,-1,jangan pilih paslon dibekingi preman ngeriii
621,,0,-1,biasa om nyari simpati keponakan
622,,0,1,fef
623,,0,-1,simple aj jangan pilih cagub dakwa koplak
624,,0,-1,dapat bagaimana elu semua laku
625,,-1,1,ayo pasti lolos putar pertama jakarta baru harus tanpa nista agama ulama
626,,-1,0,ya lumayan dancer drpd gubernur
627,,0,1,rame sini rame sana kita mah rakyat tinggal tepuk tang
628,,0,-1,waah bapak gubernur jangan gitu tidak enak raja dangdut abang haji rhoma irama
629,,0,1,ya tuhan bapak bapak
630,,0,1,salam dua jari
631,,0,1,nikmatin boss tidak usa sewot nanti ahokdjarot duduk hidup lo tetap indah
632,,1,0,muantap maju terus bng aniessandi bng aniessandi
633,,0,-1,iya abang mau cagub mepet artis ya tidak sampai gitu amat kali tidak pantas
634,,0,1,joget
635,,0,1,wikwiwww abang aniessandi joget
636,,0,1,teh gaun lebih keren banding tampil panggung biasa prof ya
637,,0,1,jogetttnya asyik
638,,0,-1,wajar salah data makanya jangan nato
639,,0,1,joget terajana okoce
640,,1,0,amal ibdah kt dunia sbg pendping mlnjutkn perjln surga iman kt sbg chayanya tetp smngt jendral
641,,0,-1,tidak usah pake joget kayak tim bapak
642,,-1,0,akhlakakhlakakhlak skandal malu buat bahagia warga dki
643,,-1,1,gubernur ektiiiing jancoook
644,,0,-1,maklum abang byk orang teriak na akhlak orang lain tidak pernah teriak na akhlak diri sendiri
645,,0,1,pemimpin milik sisi humanis goyang terus bapak
646,,0,-1,beda tipis salah data hoax come on debat jangan bapak jurus low moral nurani
647,,1,0,saran abang aniessandi abang aniessandi debat akhir tetap tambah kuat data plus tetap tambah cool paham ya arah saya
648,,0,1,maju kota bahagia warga pura bahagia ya stand by aaaanndd action
649,,0,-1,nyata kayak orang main sinetron ya baru tau
650,,0,1,kontestasi beri catat juang bagi jakarta siapa paling tulus pimpin jakarta gagas besar
651,,0,-1,ade jago saya hahay ajar dinamika
652,,0,1,pilkada jakarta calon makanya pilih nomor
653,,0,1,nonton da bapak kenapa lucu banget bapak goyang bapak goyanggg
654,,0,1,tuhan tanggal feb satu suara coblos peci tidak
655,,-1,0,semoga celaka dunia akhirat sudah jelas konteks bagai muslim pelintir
656,,0,-1,omong pasti bapak inget debat kemaren peringkat ngaku dpet peringka
657,,0,1,lihat malam indosiar hibur bangett ayo ndangdutan bapak tarik maang
658,,0,-1,masih agak nyesel tadi pas ketemu bapak musholla gbb super sempit malah tidak berani ngajak foto
659,,0,1,bapak beliau sedang ajar dangdut mae sabar ya bapak mae
660,,0,1,p academy satu kata terima semua kalangan
661,,0,1,be fef mana cantai rakyat seperti cinta diri sendiri sekarang ribut ucu kemalin temana bapak ibu
662,,0,1,mantap p goyang dangdut da
663,,0,-1,yaelah abang nassar diem bapak nyanyi rusuh bgt orang
664,,0,1,dangdut bapak sip santai dikit bapak kemaren capek kampanye tarik mang indosiar
665,,0,1,bapak demam panggung terajana
666,,0,-1,lo lihat lo lihat lo lihat lo lihat
667,,1,-1,baru bagus program tidak gusur cmn pindah bukan begitu
668,,-1,1,cek mic cek cek bapak kembal china bkin gaduh nista agama orang lain indonesia adem ayem
669,,0,-1,bentar bentar buat nyata maaf lemah emonisalnya hemm
670,,0,-1,kamu kira ikan tongkol kamu pancing terus
671,,0,1,mungkin timses laku tanpa sepengetahuan mereka tetap positif tetap sayang
672,,1,0,musyawarah spt dep ambil putus suai sila
673,,0,-1,jangan laporin orang tidak senonoh nanti paslonnya lapor laku tidak senonoh panik
674,,0,-1,cari otak om
675,,0,1,ayo dukung terus bapak aniessandi aniessandi menang dki dki
676,,0,-1,saya kira pikir usul agar tim hukum lbh baek layang somasi sj urus brutal fitnah stay smart
677,,1,0,pimpin dki jakarta lima tahun depan yakin usaha sampai
678,,0,-1,nonton citra junjung abang capcay
679,,0,1,cool
680,,0,-1,smg dukung dukung mulut hrs rapi
681,,1,0,sesi tukar pikir bapak hari tambah wawas didik bangun manusia beliau kuasa materi baik
682,,0,1,kesan banget saat tidak sengaja satu musholla bapak tidak nyangka beliau sholat musholla super sempit
683,,0,-1,bapak usir orang jual bkt dekat mc donalds radin inten jaktim
684,,0,1,abang paling blkg jari atas
685,,1,0,dah bner bapak aniessandi jakarta mayoritas muslim pemimpin harus muslim
686,,0,1,hidup hidup tidak haram
687,,0,1,jkt lebih humanis santun
688,,0,-1,meneketehe emang lo tau
689,,0,1,pro kontra pasti tidak jujur
690,,0,-1,siapa fitnah lo mens ya
691,,0,-1,komen
692,,0,-1,play victim jijik saat introspeksi diri
693,,0,1,asoy arak abang keliling jakarta setelah lantik gubernur
694,,0,-1,sumber waras bagaimana kabar
695,,0,1,sudah gausah khawatir bos semua sudah satu kartu jakarta one
696,,0,1,mari tidak
697,,0,-1,udahlah diam kasihan ntar nanggung akibat omong buatla
698,,0,1,ber satu jakarta baru damai
699,,0,1,daftar gubernur dll muslim tidak perlu pilih mereka hal non islam tidak paksa pilih muslim
700,,0,-1,lo tukang rebut ya abang sudah rebut apa n punya siapa lama
701,,0,-1,awas nanti bilang sebar hoax fitnah
702,,0,1,saat paling suka warga
703,,0,-1,luar neger tidak ya politik dinasti besan
704,,0,1,mampu batas apa laku menang
705,,0,1,bahkan putra bangsa macam sepakat bahwa hanya orang islam pemimpin neger
706,,0,1,semangat terus menang pasang
707,,1,0,semoga demikian
708,,0,-1,bagaimana sudah ijin belum ama punya logo
709,,0,-1,demokrasi busuk koalisi
710,,0,-1,bilang hanya orang islam gubernur dki apa nasehat bhineka an indonesia lama
711,,0,-1,ketika bilang hanya orang islam pemimpin maka hanya sedih muka
712,,0,-1,kyai caci pdkg tidak komen gilir kyai ma mrk ribut
713,,0,-1,lisan buat damai lisan buat ramai
714,,-1,0,salam gusur kursi menteri bapak horas
715,,0,-1,ormas lo bangga
716,,0,1,masih mau pilih orang sudah membuly ulama besar habis habis
717,,0,1,semoga negara pimpin orang adil sensitif hadap keluh masyarakat
718,,0,1,tuhan abang
719,,0,-1,jujur bapak permisi dulu jangan asal main catut
720,,0,1,ayo yng masih dukung ahokdjarot pikir ya masih waktu sebelm februari mash buka untu milih
721,,0,1,makin kelihatn hilal menang
722,,0,-1,benar sudah jelas siapa buruk sengja citra baik mending pilih jangan baik
723,,1,0,demi bapak prabowo saya siap menang bank aniessandi
724,,0,-1,seperti kecewa video mata najwa
725,,0,-1,para ahoker bingung panik tanda kalah depan mata bagi ahokdjarot
726,,0,-1,janji tingkat kualitas madrasah jakarta agar tidak kalah kualitas didik neger m
727,,0,-1,cem mana sudah saya timsesnya
728,,0,-1,suap rafi nyinyir nanti supa dp makin nyinyir aneh dukung ahokdjarot mau apa
729,,0,-1,bukan cuman berbica kerja
730,,0,1,sukses sejahtera gabung aj pt melia sehat sejahtera
731,,0,1,awas nanti gigit jari salam bapak ya abang suryo bulan baru gubernur baru
732,,0,-1,arab tidak bsa lihat bening dikit
733,,0,-1,kaya bagi duit um
734,,0,1,emang keren
735,,0,-1,ahokdjarot lama lama tahu ya takut kalah
736,,0,1,ayo kita rama sukses bapak gubernur dki jakarta
737,,0,1,ayo rapat baris menang pasang pimpin dki jakarta
738,,0,-1,mari bung rebut kembali jakarta indonesia komunisme antek antek asing
739,,0,1,andai gubernur wagub jakarta bapak presiden wapres bapak
740,,0,1,mereka fitnah orang baik
741,,0,-1,selamat pagi bapak jangan antem mulu
742,,0,1,betul banyak koruptor kita libas koruptor apalagi ngemplang pajak
743,,0,1,hebat jawban apa kalian dua tidak punya program original cerdas
744,,0,1,aniessandi kita seperti tidak negara tuhan
745,,0,1,mantap pilih atau saya
746,,0,1,pantang mundur jakarta lebih maju bahagia wargannya
747,,0,1,ayo kita tangkal bangkit pki pilih pemimpin baik dekat ulama
748,,0,1,menang kenapa salah parodi hm dasar dukung ahokdjarot
749,,0,-1,dukung cagub sebelah ribut panik ya
750,,0,1,kian terima kasih
751,,0,-1,selain janji peningkataan kualitas madrasah
752,,0,1,bapak bapak oc bapak semoga selalu sehat panjang umur
753,,0,-1,emang ulama tidak salah khilaf tidak boleh proses hukum ju
754,,0,-1,jangan lebay ulama manusia salah khilaf
755,,0,-1,bapak nanti gagal nyalon pimpin bos demo ya lumyn nganggur
756,,0,1,sbgmna umat nsrani mnjlnkan prntah injil umat muslim hny ingin mnjlnkan prnth alquran hny tidak pilih bukan mlrang
757,,0,-1,jikalau sadap benar maka pimpin fpi pimpin mu anda sedang sadap sekarang
758,,0,-1,trnyata demo desak tangkap bapak kpk bayar
759,,0,1,bapak emang cinta ulama
760,,0,1,kreatif banget serius an bapak
761,,0,-1,ancam buat dangdut indonesia
762,,1,0,semoga dapat pemilih militan intlektual
763,,0,1,kata bapak dulu dengar baik bapak pasti tidak seperti saat
764,,0,-1,lupa salah sebut apa tidak ngerti
765,,0,1,selalu
766,,0,-1,dah biasa dugem alexys ya bapak
767,,1,0,serius nyata abah aniessandi tidak serius kocak oc bah luck tanggal ya bah
768,,0,-1,bapak mending nyanyi jangan buat gaduh neger ya xixixixi
769,,1,0,pasang serasi
770,,0,1,baik tepat damping
771,,0,1,asyik ya goyang ala bp
772,,0,1,peduli dki pilih
773,,0,-1,maki apalagi korupsi
774,,1,-1,dki butuh pemimpin tidak sekedar kerja tidak maki apalgi sakit solusi
775,,0,1,baik
776,,0,1,ayo mantan ahokdjarot gubernur
777,,0,1,claim menang satu putar
778,,0,1,dukung semua warga dki
779,,0,1,kalangn kembang menang warga dki
